"name","state","public","tier_name","sticker_price_2013","sat_avg_2013","par_median","k_median","mr_kq5_pq1","par_top1pc","scorecard_rej_rate_2013","mobility_above_average"
"University Of California, Berkeley","CA","Public","3 H. Sel.
Public",12972,1370,114700,67900,0.0488509573042393,0.0471170954406261,0.819999992847443,1
"University Of California, Davis","CA","Public","5 Selective
public",13896,1205,109400,61600,0.0444379858672619,0.0266864113509655,0.547900021076202,1
"University Of California, Irvine","CA","Public","3 H. Sel.
Public",13179,1160,92100,60400,0.067682147026062,0.0159645043313503,0.576099991798401,1
"University Of California, Los Angeles","CA","Public","2 Other
elite",12705,1325,105500,65800,0.0559625215828419,0.0368243865668774,0.780099987983704,1
"University Of California, Riverside","CA","Public","5 Selective
public",13407,1130,75000,52800,0.06017230078578,0.00858110934495926,0.379999995231628,1
"University Of California, San Diego","CA","Public","3 H. Sel.
Public",13427,1310,111300,65300,0.0483274646103382,0.0335675664246082,0.625,1
"University Of California, Santa Barbara","CA","Public","3 H. Sel.
Public",13865,1235,124000,58800,0.030754454433918,0.0381284356117249,0.555599987506866,1
"University Of California, Santa Cruz","CA","Public","5 Selective
public",13397,1130,115400,46100,0.0276990868151188,0.026509078219533,0.40090000629425,1
"University Of Central Arkansas","AR","Public","5 Selective
public",7889,1005,77200,38800,0.0215457193553448,0.00525782536715269,0.100299999117851,1
"University Of Central Florida","FL","Public","5 Selective
public",6368,1185,91200,46000,0.0259765312075615,0.0145647032186389,0.510599970817566,1
"University Of Central Missouri","MO","Public","5 Selective
public",7265,NA,83800,38900,0.00846368540078402,0.00314175989478827,0.191699996590614,0
"University Of Central Oklahoma","OK","Public","5 Selective
public",5807,NA,77500,37800,0.0170611701905727,0.00640680687502027,0.160199999809265,0
"University Of Charleston","WV","Private","6 Selective
private",18800,984,77700,38000,0.0120524363592267,0.00571462884545326,0.309500008821487,0
"University Of Chicago ","IL","Private","1 Ivy+",48252,1517.5,132000,61700,0.0194089040160179,0.0911393910646439,0.911899983882904,1
"University Of Cincinnati","OH","Public","5 Selective
public",9645.234375,1165,85200,39100,0.0103634195402265,0.0096912095323205,0.267500013113022,0
"University Of Colorado System","CO","Public","5 Selective
public",9537.638671875,1136.29211425781,128200,48300,0.0122561994940042,0.0823558568954468,0.148497939109802,0
"University Of Connecticut","CT","Public","3 H. Sel.
Public",12288.2265625,1192.28759765625,110300,56700,0.017135376110673,0.0137168671935797,0.482178092002869,0
"University Of Dallas","TX","Private","6 Selective
private",34430,1200,116700,44200,0.0131575204432011,0.0253547560423613,0.0988999977707863,0
"University Of Dayton","OH","Private","6 Selective
private",37230,1145,128400,57300,0.0064703356474638,0.0623447299003601,0.470299988985062,0
"University Of Delaware","DE","Public","5 Selective
public",12342,1190,131400,57700,0.00870634615421295,0.0290692206472158,0.353199988603592,0
"University Of Denver","CO","Private","6 Selective
private",42090,1205,152000,51200,0.0141045236960053,0.154635354876518,0.232700005173683,0
"University Of Detroit Mercy","MI","Private","6 Selective
private",37320,1120.5,85200,45600,0.0185963772237301,0.00335450423881412,0.385300010442734,0
"University Of Evansville","IN","Private","6 Selective
private",31096,1125,96700,41600,0.0111674275249243,0.0207981634885073,0.159099996089935,0
"University Of Findlay ","OH","Private","6 Selective
private",30640,990,81800,39900,0.00981076247990131,0.00614622887223959,0.316799998283386,0
"University Of Florida","FL","Public","3 H. Sel.
Public",6313,1265,106100,56700,0.026087112724781,0.0272808130830526,0.534500002861023,1
"University Of Georgia","GA","Public","3 H. Sel.
Public",10836,1235,127400,49900,0.0106140403077006,0.044124398380518,0.439200013875961,0
"University Of Hartford","CT","Private","6 Selective
private",35444,995,106300,47400,0.013198072090745,0.0360050089657307,0.382699996232986,0
"University Of Hawaii And Hawaii Community Colleges","HI","Public","5 Selective
public",5409.6591796875,1057.08374023438,75200,35600,0.0175585858523846,0.00458722468465567,0.211673706769943,0
"University Of Houston System","TX","Public","5 Selective
public",7410.51708984375,1069.765625,65700,45400,0.0491417050361633,0.00711489887908101,0.31745845079422,1
"University Of Idaho","ID","Public","5 Selective
public",6784,1040,86600,41300,0.0152513310313225,0.0072893756441772,0.34349998831749,0
"University Of Illinois System","IL","Public","3 H. Sel.
Public",15755.8310546875,1278.37219238281,109000,59700,0.0211926493793726,0.0200038366019726,0.348956882953644,1
"University Of Indianapolis","IN","Private","6 Selective
private",25414,1010,86100,40600,0.00969318114221096,0.00822777673602104,0.155699998140335,0
"University Of Iowa","IA","Public","5 Selective
public",8079,1160,114700,52600,0.0100606810301542,0.0311333611607552,0.197699993848801,0
"University Of Kansas","KS","Public","5 Selective
public",9707,NA,116600,47300,0.00955074373632669,0.0389643721282482,0.0772000029683113,0
"University Of Kentucky","KY","Public","5 Selective
public",10616,1130,98800,40100,0.00959572568535805,0.0215708054602146,0.313899993896484,0
"University Of La Verne","CA","Private","6 Selective
private",36744,1015,72300,48600,0.0362987853586674,0.0102737369015813,0.610499978065491,1
"University Of Louisiana At Lafayette","LA","Public","5 Selective
public",6872,1070,75800,39200,0.0271278358995914,0.0103370686993003,0.407000005245209,1
"University Of Louisiana At Monroe","LA","Public","5 Selective
public",6963,NA,59700,35000,0.0366144217550755,0.00476889312267303,0.227599993348122,1
"University Of Louisville","KY","Public","5 Selective
public",10432,1130,87400,39800,0.0123028540983796,0.00974494777619839,0.288800001144409,0
"University Of Maine System","ME","Public","5 Selective
public",8771.724609375,1030.43395996094,72600,34300,0.0139569435268641,0.00555984349921346,0.189734652638435,0
"University Of Mary","ND","Private","6 Selective
private",15665,1050,79700,49800,0.0242696963250637,0.00293476390652359,0.169300004839897,1
"University Of Mary Hardin-Baylor","TX","Private","6 Selective
private",24040,1045,83700,40100,0.0196248590946198,0.00832844059914351,0.153200000524521,1
"University Of Mary Washington","VA","Public","5 Selective
public",10312,1110,133800,50000,0.00769486324861646,0.018898731097579,0.190400004386902,0
"University Of Maryland System (Except University College) And Baltimore City Community College","MD","Public","3 H. Sel.
Public",8508.1044921875,1120.59875488281,102800,53500,0.0224179308861494,0.0128726065158844,0.445929378271103,1
"University Of Massachusetts System","MA","Public","5 Selective
public",12562.3466796875,1135.52795410156,1e+05,51700,0.0209282692521811,0.0111345443874598,0.33654049038887,1
"University Of Memphis ","TN","Public","5 Selective
public",8619,1015,83000,36100,0.0124822091311216,0.0106096612289548,0.3158999979496,0
"University Of Miami","FL","Private","2 Other
elite",44350,1320,110100,54800,0.0297656375914812,0.0738908424973488,0.595600008964539,1
"University Of Michigan - Ann Arbor","MI","Public","3 H. Sel.
Public",14336,1380,156100,68700,0.0150845693424344,0.0915409475564957,0.667400002479553,0
"University Of Michigan - Dearborn","MI","Public","5 Selective
public",10952,NA,105200,50200,0.0238380413502455,0.0107878297567368,0.3716000020504,1
"University Of Michigan - Flint","MI","Public","5 Selective
public",9694,1127,94500,38700,0.0162414703518152,0.00970154441893101,0.219099998474121,0
"University Of Minnesota System","MN","Public","3 H. Sel.
Public",13244.19140625,1244.8203125,101600,48800,0.0116970548406243,0.0125548578798771,0.467163801193237,0
"University Of Mississippi","MS","Public","5 Selective
public",7096,1075,109100,43300,0.0165217313915491,0.0539493523538113,0.406399995088577,0
"University Of Missouri System And Missouri University Of Science And Technology","MO","Public","5 Selective
public",9461.7529296875,1185.19030761719,103000,48800,0.0116466535255313,0.0195383355021477,0.302643448114395,0
"University Of Mobile","AL","Private","6 Selective
private",19475,935,77600,31300,0.0102428598329425,0.00588669022545218,0.287499994039536,0
"University Of Montana ","MT","Public","5 Selective
public",6329,1085,82400,34600,0.0130288880318403,0.0245680026710033,0.0577000007033348,0
"University Of Montevallo","AL","Public","5 Selective
public",10660,1075,87700,34900,0.0101998765021563,0.0118644433096051,0.127100005745888,0
"University Of Mount Olive","NC","Private","6 Selective
private",17800,912.5,57100,38100,0.0129759339615703,0.00228157639503479,0.502099990844727,0
"University Of Mount Union","OH","Private","6 Selective
private",27990,1010,83400,44100,0.0113365892320871,0.00558092910796404,0.287999987602234,0
"University Of Nebraska System","NE","Public","5 Selective
public",7393.40869140625,1121.29711914062,89400,45200,0.0127200679853559,0.0122106000781059,0.306476205587387,0
"University Of Nevada , Reno","NV","Public","5 Selective
public",6707,1075,103500,45900,0.0116584245115519,0.0207119081169367,0.160400003194809,0
"University Of Nevada - Las Vegas","NV","Public","5 Selective
public",6590,995,90400,41500,0.0188812147825956,0.0165838766843081,0.148800000548363,0
"University Of New England","ME","Private","6 Selective
private",34080,1065,89600,48100,0.0107257664203644,0.00641676038503647,0.141599997878075,0
"University Of New Hampshire","NH","Public","5 Selective
public",16378.2734375,1094.3837890625,109900,49100,0.0119608091190457,0.0194678641855717,0.224582806229591,0
"University Of New Haven","CT","Private","6 Selective
private",34630,1055,84900,49800,0.0183666311204433,0.01144237536937,0.255899995565414,0
"University Of New Mexico","NM","Public","5 Selective
public",5557.96337890625,1102.5,73900,34900,0.0203634947538376,0.00564109766855836,0.354200005531311,1
"University Of New Orleans ","LA","Public","5 Selective
public",7392,1150,66400,36500,0.0306573379784822,0.00464511616155505,0.496399998664856,1
"University Of North Alabama","AL","Public","5 Selective
public",7412,989.5,80300,36000,0.0148875024169683,0.00486583448946476,0.190799996256828,0
"University Of North Carolina  Asheville","NC","Public","5 Selective
public",6392,1195,90600,36500,0.00702213868498802,0.0203871112316847,0.359699994325638,0
"University Of North Carolina - Chapel Hill","NC","Public","2 Other
elite",8336,1320,129500,54200,0.0115187279880047,0.055154450237751,0.72409999370575,0
"University Of North Carolina - Charlotte","NC","Public","5 Selective
public",6277,1085,92300,42700,0.0163803901523352,0.0124501660466194,0.31479999423027,0
"University Of North Carolina - Greensboro","NC","Public","5 Selective
public",6454,1030,88700,36800,0.012650148011744,0.0107573261484504,0.399800002574921,0
"University Of North Carolina At Pembroke","NC","Public","5 Selective
public",5287,930,63600,33100,0.0199615377932787,0.00324690388515592,0.279599994421005,1
"University Of North Carolina At Wilmington ","NC","Public","5 Selective
public",6392,1190,106500,41700,0.00711677828803658,0.0183974057435989,0.458099991083145,0
"University Of North Dakota","ND","Public","5 Selective
public",7741,1077.5,90000,49400,0.0157145634293556,0.00936050713062286,0.263000011444092,0
"University Of North Florida","FL","Public","5 Selective
public",5747,1155,88900,42400,0.0169369429349899,0.00980331376194954,0.465700000524521,0
"University Of North Georgia","GA","Public","5 Selective
public",4551,1020,96300,40700,0.0121761532500386,0.00951279699802399,0.389800012111664,0
"University Of North Texas","TX","Public","5 Selective
public",9346,1100,98700,42000,0.0146198626607656,0.0107363304123282,0.40310001373291,0
"University Of Northern Colorado","CO","Public","5 Selective
public",7733,1055,99000,40900,0.0103282518684864,0.0161605607718229,0.304300010204315,0
"University Of Northern Iowa","IA","Public","5 Selective
public",7749,1073,88700,45800,0.0112186195328832,0.00551536539569497,0.166899994015694,0
"University Of Northwestern- St Paul","MN","Private","6 Selective
private",28726,1180,79700,32800,0.0104958554729819,0.0134513257071376,0.308499991893768,0
"University Of Notre Dame","IN","Private","2 Other
elite",46237,1430,165400,78800,0.00897272862493992,0.10973148047924,0.77700001001358,0
"University Of Oklahoma","OK","Public","5 Selective
public",7643.21630859375,1200,98500,47200,0.0192446522414684,0.024519233033061,0.195600003004074,0
"University Of Oregon","OR","Public","5 Selective
public",9918,1110,108700,43700,0.0142004089429975,0.0347142331302166,0.258300006389618,0
"University Of Pennsylvania","PA","Private","1 Ivy+",47668,1455,175300,91800,0.0205250456929207,0.157172620296478,0.877600014209747,1
"University Of Pikeville","KY","Private","6 Selective
private",18290,885,57400,32000,0.0158286523073912,0.00552277639508247,0,0
"University Of Pittsburgh System","PA","Public","3 H. Sel.
Public",16622.150390625,1201.0400390625,91200,48900,0.0179904699325562,0.0112911909818649,0.351859360933304,0
"University Of Portland","OR","Private","6 Selective
private",40424,1195,117600,56100,0.00923875253647566,0.0347126461565495,0.331999987363815,0
"University Of Puget Sound","WA","Private","4 H. Sel.
Private",43428,1220,129700,51400,0.00736418785527349,0.0723931714892387,0.147799998521805,0
"University Of Redlands","CA","Private","6 Selective
private",43186,1100,108400,47700,0.0171732362359762,0.0499695502221584,0.328000009059906,0
"University Of Rhode Island","RI","Public","5 Selective
public",12506,1070,105900,53400,0.0158834122121334,0.0174489710479975,0.212899997830391,0
"University Of Richmond","VA","Private","2 Other
elite",46680,1325,180600,69600,0.00642467429861426,0.125303998589516,0.688399970531464,0
"University Of Rochester","NY","Private","2 Other
elite",46960,NA,129200,62000,0.0302120819687843,0.0557804703712463,0.643199980258942,1
"University Of Saint Francis of Fort Wayne, IN","IN","Private","6 Selective
private",25589,965,83700,38600,0.00843462813645601,0.00677938479930162,0.463800013065338,0
"University Of Saint Francis of Joliet, IL","IL","Private","6 Selective
private",28790,985,91600,48500,0.0134521350264549,0.000581798783969134,0.485900014638901,0
"University Of Saint Joseph","CT","Private","6 Selective
private",34755,965,86600,45800,0.0304576065391302,0.00709908781573176,0.14300000667572,1
"University Of Saint Thomas of Houston, TX","TX","Private","6 Selective
private",29440,1105,90600,48600,0.0284131933003664,0.037281583994627,0.227599993348122,1
"University Of Saint Thomas of Saint Paul, MN","MN","Private","6 Selective
private",36682,940,122900,57400,0.00979897379875183,0.0664345249533653,0.138300001621246,0
"University Of San Diego","CA","Private","4 H. Sel.
Private",42908,1225,139300,61200,0.023036602884531,0.122737973928452,0.511500000953674,1
"University Of San Francisco","CA","Private","6 Selective
private",41450,1145,106900,56900,0.0270777344703674,0.061842754483223,0.387100011110306,1
"University Of Science & Arts Of Oklahoma","OK","Public","5 Selective
public",6270,901.5,59400,28400,0.0201689172536135,0.00211561704054475,0.375400006771088,1
"University Of Scranton","PA","Private","6 Selective
private",39956,1125,120200,60000,0.0155490012839437,0.0292841885238886,0.249699994921684,0
"University Of Sioux Falls","SD","Private","6 Selective
private",25480,985,78600,42600,0.0145737146958709,0.00828394573181868,0.0309999994933605,0
"University Of South Alabama","AL","Public","5 Selective
public",7188,1027.5,76700,36700,0.0195428468286991,0.00747458217665553,0.139599993824959,1
"University Of South Carolina System","SC","Public","5 Selective
public",10372.9892578125,1104.86242675781,85400,39600,0.0168274939060211,0.0119489841163158,0.37404990196228,0
"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology","SD","Public","5 Selective
public",7921.01806640625,1002.21215820312,71600,39600,0.0161586049944162,0.00391323119401932,0.105969697237015,0
"University Of South Florida","FL","Public","5 Selective
public",6307.0810546875,1158.12438964844,80500,42400,0.0274928938597441,0.0117964707314968,0.553927659988403,1
"University Of Southern California","CA","Private","2 Other
elite",48280,1380,120100,63700,0.0393297374248505,0.100213892757893,0.801599979400635,1
"University Of Southern Indiana","IN","Public","5 Selective
public",6957,995,83700,35400,0.00632752198725939,0.00669625401496887,0.306600004434586,0
"University Of Southern Mississippi","MS","Public","5 Selective
public",6980,1012.5,76700,37200,0.021440152078867,0.00960255227982998,0.336899995803833,1
"University Of Tampa ","FL","Private","6 Selective
private",26330,1075,92900,44700,0.0263737048953772,0.0371141284704208,0.477899998426437,1
"University Of Tennessee System","TN","Public","5 Selective
public",9693.3076171875,1124.01818847656,99200,42000,0.012680814601481,0.022127503529191,0.253870129585266,0
"University Of Texas - Pan American","TX","Public","5 Selective
public",5173,960,31700,39300,0.0764879882335663,0.00298017752356827,0.37830001115799,1
"University Of Texas At Arlington","TX","Public","5 Selective
public",8878,1044,83600,46500,0.0259952172636986,0.00772616546601057,0.400200009346008,1
"University Of Texas At Austin","TX","Public","3 H. Sel.
Public",9830,1290,125100,57900,0.0222256984561682,0.048796396702528,0.598100006580353,1
"University Of Texas At Dallas","TX","Public","3 H. Sel.
Public",10864,1255,100800,57100,0.0243020039051771,0.0142603637650609,0.414299994707108,1
"University Of Texas At El Paso","TX","Public","5 Selective
public",7059,NA,42400,38400,0.0682075098156929,0.00280403508804739,0.0019000000320375,1
"University Of Texas At San Antonio","TX","Public","5 Selective
public",7457,1040,74300,43000,0.0291859172284603,0.00685996329411864,0.267300009727478,1
"University Of The Cumberlands","KY","Private","6 Selective
private",20000,975,67000,36000,0.0232279356569052,0.00307414354756474,0.287299990653992,1
"University Of The Incarnate Word","TX","Private","6 Selective
private",26490,960,69900,40200,0.0283149946480989,0.0172043237835169,0.069300003349781,1
"University Of The Ozarks","AR","Private","6 Selective
private",24440,1015,72600,40300,0.00934662111103535,0.0137630207464099,0.386400014162064,0
"University Of The Pacific","CA","Private","6 Selective
private",41342,1175.5,96500,59000,0.042540829628706,0.0396417044103146,0.273499995470047,1
"University Of The Sciences In Philadelphia","PA","Private","6 Selective
private",36096,1170,95300,102700,0.0335141345858574,0.00304491119459271,0.436500012874603,1
"University Of The South ","TN","Private","4 H. Sel.
Private",35202,NA,174200,46600,0.0111537743359804,0.151187732815742,0.397300004959106,0
"University Of Toledo","OH","Public","5 Selective
public",9463,1042.5,85200,41400,0.0112626431509852,0.0056747174821794,0.0926999971270561,0
"University Of Tulsa ","OK","Private","4 H. Sel.
Private",34405,1270,93600,46400,0.0115065919235349,0.0284885130822659,0.594099998474121,0
"University Of Utah","UT","Public","5 Selective
public",7835,1155,107400,41400,0.0113150039687753,0.030204001814127,0.182600006461143,0
"University Of Vermont And State Agricultural College","VT","Public","5 Selective
public",16226,1185,120100,46700,0.0117595959454775,0.0758844092488289,0.224500000476837,0
"University Of Virginia","VA","Public","2 Other
elite",13208,1355,151000,71200,0.0146194146946073,0.0731887593865395,0.700100004673004,0
"University Of Virginia's College At Wise ","VA","Public","5 Selective
public",8868,945,69900,38200,0.0248686969280243,0.00652835937216878,0.255100011825562,1
"University Of Washington System","WA","Public","5 Selective
public",12328.3525390625,1182.279296875,108100,57500,0.0245204884558916,0.0250794347375631,0.396292328834534,1
"University Of West Alabama","AL","Public","5 Selective
public",8018,NA,60200,35800,0.0248784385621548,0.00414023362100124,0.00430000014603138,1
"University Of West Florida ","FL","Public","5 Selective
public",5776,1025,79700,37500,0.0200161095708609,0.00597123289480805,0.519200026988983,1
"University Of West Georgia","GA","Public","5 Selective
public",5938,950,85400,37500,0.0146454963833094,0.00607774499803782,0.461499989032745,0
"University Of Wisconsin System","WI","Public","3 H. Sel.
Public",8418.14453125,1207.720703125,96100,44000,0.00879850517958403,0.0165028069168329,0.181410729885101,0
"University Of Wyoming","WY","Public","5 Selective
public",3968,1075,90100,45700,0.0150605021044612,0.00846429355442524,0.0430999994277954,0
"Upper Iowa University","IA","Private","6 Selective
private",26834,NA,62000,36900,0.0144314328208566,6.30867361905985e-05,0.418199986219406,0
"Ursinus College","PA","Private","6 Selective
private",46080,NA,103200,58500,0.00965413637459278,0.0350646488368511,0.336699992418289,0
"Ursuline College","OH","Private","6 Selective
private",27700,1030,75100,39300,0.0170698408037424,0.00407034531235695,0.42179998755455,0
"Utah State University","UT","Public","5 Selective
public",6384,1050,91300,30100,0.00648545892909169,0.0143614606931806,0.032600000500679,0
"Utica College","NY","Private","6 Selective
private",33736,NA,67500,47800,0.0502623096108437,0.00493923434987664,0.145799994468689,1
"Valdosta State University","GA","Public","5 Selective
public",6142,1015,83400,37800,0.0129207642748952,0.00440693134441972,0.447800010442734,0
"Valley City State University","ND","Public","5 Selective
public",6674,897,62700,41800,0.0215462520718575,0.000757629924919456,0.171000003814697,1
"Valparaiso University","IN","Private","6 Selective
private",34760,1110,107000,51200,0.00807101372629404,0.0200868975371122,0.203099995851517,0
"Vanderbilt University","TN","Private","2 Other
elite",43838,1505,197900,72800,0.0147184710949659,0.219088062644005,0.872600018978119,0
"Vanguard University Of Southern California","CA","Private","6 Selective
private",30050,970,83200,32900,0.0113535970449448,0.018717247992754,0.302300006151199,0
"Vassar College","NY","Private","2 Other
elite",49570,1405,145100,46000,0.010944489389658,0.0844419151544571,0.758899986743927,0
"Villanova University","PA","Private","2 Other
elite",45966,1310,159900,78300,0.0131820822134614,0.102950640022755,0.510999977588654,0
"Virginia Commonwealth University","VA","Public","5 Selective
public",12398,1105,90700,40200,0.0192435849457979,0.00770784262567759,0.308699995279312,0
"Virginia Military Institute","VA","Public","5 Selective
public",15518,1160,116700,70800,0.0199496485292912,0.0210595317184925,0.526799976825714,1
"Virginia Polytechnic Institute & State University","VA","Public","3 H. Sel.
Public",12017,1215,123300,62300,0.0135186510160565,0.0224866587668657,0.297199994325638,0
"Virginia State University","VA","Public","5 Selective
public",8002,840,52200,35900,0.0343315787613392,0.00159522600006312,0.0540999993681908,1
"Virginia Wesleyan College","VA","Private","6 Selective
private",33286,985,90400,40400,0.0127901695668697,0.0255268011242151,0.0688999965786934,0
"Viterbo University","WI","Private","6 Selective
private",23790,1044,78200,38600,0.00802164897322655,0.00594748370349407,0.293999999761581,0
"Wabash College","IN","Private","6 Selective
private",37750,1130,100800,58200,0.0173225365579128,0.0258242096751928,NA,0
"Wagner College","NY","Private","6 Selective
private",40750,NA,114400,58000,0.0218509659171104,0.0321669317781925,0.30120000243187,1
"Wake Forest University","NC","Private","2 Other
elite",46200,NA,191500,71500,0.00721199857071042,0.165802612900734,0.648000001907349,0
"Walla Walla University","WA","Private","6 Selective
private",25866,1080,94100,39000,0.0122206509113312,0.0202586986124516,0.0714000016450882,0
"Walsh University","OH","Private","6 Selective
private",26650,1005,82700,42600,0.0063308454118669,0.0071754758246243,0.228699997067451,0
"Warren Wilson College","NC","Private","6 Selective
private",30852,1115,104100,23800,0.00632086396217346,0.040516123175621,0.303999990224838,0
"Wartburg College","IA","Private","6 Selective
private",36120,1045,85100,48400,0.00764052616432309,0.0136120114475489,0.223499998450279,0
"Washburn University - Topeka","KS","Public","5 Selective
public",5864.83154296875,NA,80800,39400,0.00917569361627102,0.00444154161959887,0.207699999213219,0
"Washington Adventist University","MD","Private","6 Selective
private",21395,840,74900,36200,0.0159743763506413,0.000724729441571981,0.672900021076202,0
"Washington And Jefferson College","PA","Private","6 Selective
private",41282,NA,99300,54700,0.0138199832290411,0.0288496650755405,0.602699995040894,0
"Washington And Lee University","VA","Private","2 Other
elite",45617,1390,226700,78200,0.00570929003879428,0.17485773563385,0.815699994564056,0
"Washington College","MD","Private","6 Selective
private",42592,NA,120900,51500,0.0123026603832841,0.0553217083215714,0.334500014781952,0
"Washington State University","WA","Public","5 Selective
public",12428,1030,104200,50000,0.0148434424772859,0.0166843943297863,0.179199993610382,0
"Washington University In St. Louis","MO","Private","2 Other
elite",46467,1495,180200,67500,0.0103717604652047,0.146924361586571,0.844500005245209,0
"Wayland Baptist University","TX","Private","6 Selective
private",12960,940,60200,39800,0.0194980707019567,0.000865632842760533,0.0137999998405576,1
"Wayne State University","MI","Public","5 Selective
public",12350,NA,81800,38400,0.0244743619114161,0.0053894785232842,0.23759999871254,1
"Waynesburg University","PA","Private","6 Selective
private",21290,995,74000,42900,0.0238159745931625,0.00158232136163861,0.24770000576973,1
"Webber International University","FL","Private","6 Selective
private",23868.041015625,945.285278320312,62400,42000,0.014950736425817,0.0185128096491098,0.358952522277832,0
"Webster University","MO","Private","6 Selective
private",24600,NA,96000,36900,0.00870232749730349,0.0223398990929127,0.419400006532669,0
"Wellesley College","MA","Private","2 Other
elite",45078,1385,142500,56300,0.0240834467113018,0.0991503745317459,0.708899974822998,1
"Wells College","NY","Private","6 Selective
private",36700,1035,74900,41500,0.0245999079197645,0.00778293935582042,0.403299987316132,1
"Wentworth Institute Of Technology","MA","Private","6 Selective
private",30765,1115,93600,59700,0.0261625573039055,0.00810835231095552,0.423900008201599,1
"Wesley College","DE","Private","6 Selective
private",24100,860,81500,44100,0.0239017065614462,0.00379440537653863,0.375,1
"Wesleyan University","CT","Private","2 Other
elite",47972,NA,165300,56500,0.019636208191514,0.135426804423332,0.790799975395203,1
"West Chester University Of Pennsylvania","PA","Public","5 Selective
public",9144,1075,102700,47500,0.0127330208197236,0.0104673197492957,0.484400004148483,0
"West Liberty University","WV","Public","5 Selective
public",6415,910,72200,36400,0.012908548116684,0.0035296983551234,0.287800014019012,0
"West Texas A&M University","TX","Public","5 Selective
public",6782,970,74600,39900,0.0215362813323736,0.00238930829800665,0.259700000286102,1
"West Virginia Community And Technical College System","WV","Public","5 Selective
public",5553.03271484375,935,64200,33900,0.0159970782697201,0.00244853715412319,0.335099995136261,0
"West Virginia State University","WV","Public","5 Selective
public",6229,880,65100,27200,0.0135318022221327,0.00394084630534053,0.552200019359589,0
"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College","WV","Public","5 Selective
public",6243.64208984375,1036.17785644531,86700,42700,0.0163648072630167,0.0123642357066274,0.166219815611839,0
"West Virginia Wesleyan College","WV","Private","6 Selective
private",27858,961.5,86300,46800,0.00589318992570043,0.00370383146218956,0.230399996042252,0
"Western Carolina University","NC","Public","5 Selective
public",6305,1040,88000,36700,0.0111050261184573,0.0077189477160573,0.623399972915649,0
"Western Connecticut State University","CT","Public","5 Selective
public",9077,980,100500,47300,0.0173929948359728,0.00757278688251972,0.345099985599518,0
"Western Illinois University","IL","Public","5 Selective
public",11471,NA,93400,45200,0.0115479938685894,0.00578399933874607,0.406899988651276,0
"Western Kentucky University","KY","Public","5 Selective
public",9140,1005,76100,35100,0.0140705294907093,0.0056656408123672,0.0768000036478043,0
"Western Michigan University","MI","Public","5 Selective
public",10685,NA,112200,45000,0.0100542968139052,0.0172388162463903,0.171499997377396,0
"Western New England University","MA","Private","6 Selective
private",33466,1070,99300,57100,0.0201671235263348,0.00531944679096341,0.184900000691414,1
"Western Oregon University","OR","Public","5 Selective
public",9105,1015,86900,40800,0.0125204985961318,0.00668572960421443,0.118000000715256,0
"Western State Colorado University","CO","Public","5 Selective
public",7874,918.5,94700,35800,0.00778490770608187,0.0316642597317696,0.068000003695488,0
"Western Washington University","WA","Public","5 Selective
public",8965,1105,108100,45900,0.0112922275438905,0.0135222729295492,0.162900000810623,0
"Westfield State University","MA","Public","5 Selective
public",8682,1000,98100,48200,0.00899623148143291,0.00294963060878217,0.251300007104874,0
"Westminster College of Fulton, MO","MO","Private","6 Selective
private",22560,1021.5,96600,47300,0.0154154915362597,0.0354562066495419,0.28099998831749,0
"Westminster College of New Wilmington, PA","PA","Private","6 Selective
private",33410,1050,87900,46400,0.0183661226183176,0.00823045987635851,0.266400009393692,0
"Westminster College of Salt Lake City, UT","UT","Private","6 Selective
private",30364,1117.5,95400,41500,0.0170228332281113,0.0340537056326866,0.2483000010252,0
"Westmont College","CA","Private","4 H. Sel.
Private",39990,1170,132100,47600,0.0109131829813123,0.0933779627084732,0.298400014638901,0
"Wheaton College of Norton, MA","MA","Private","4 H. Sel.
Private",46423,NA,117300,46600,0.0126402154564857,0.0688850358128548,0.326299995183945,0
"Wheaton College of Wheaton, IL","IL","Private","4 H. Sel.
Private",31900,1300,130900,41500,0.0171155091375113,0.0860998705029488,0.312900006771088,0
"Wheeling Jesuit University","WV","Private","6 Selective
private",28030,995,85100,47200,0.0132053717970848,0.00988554023206234,0.310799986124039,0
"Wheelock College","MA","Private","6 Selective
private",32830,965,95600,35300,0.00970182940363884,0.0208050664514303,0.268200010061264,0
"Whitman College","WA","Private","2 Other
elite",44800,1315,138200,48500,0.00888047274202108,0.0595298409461975,0.430400013923645,0
"Whittier College","CA","Private","6 Selective
private",41636,1065,98500,47900,0.0295806787908077,0.0546617433428764,0.367500007152557,1
"Whitworth University","WA","Private","6 Selective
private",37630,NA,98500,41000,0.00501862075179815,0.0189604889601469,0.35479998588562,0
"Wichita State University","KS","Public","5 Selective
public",7265,NA,86400,38000,0.0120919598266482,0.00825396832078695,0.0423999987542629,0
"Widener University","PA","Private","6 Selective
private",39007.64453125,1025,96000,53400,0.0201448835432529,0.0124854445457458,0.327399998903275,1
"Wilkes University","PA","Private","6 Selective
private",31262,1045,80100,52500,0.0287924520671368,0.0143534829840064,0.240199998021126,1
"Willamette University","OR","Private","6 Selective
private",44076,1200,110800,49400,0.0183524452149868,0.0469256266951561,0.421600013971329,0
