age	same_sex	age_6	age_4	age_25	age_2545	age_4565	age_65	party	republican	independent	democrat	born_christian	retire	old_republican	gop_age	party2	same_sex2	same_sex3	same_sex4	same_sex5	same_sex6
34	0	2	2	0	1	0	0	1	1	0	0	0	0	1	34	2	0	1	0	1	0
79	0	6	4	0	0	0	1	1	1	0	0	0	1	1	79	2	1	0	0	1	0
85	1	6	4	0	0	0	1	-1	0	0	1	0	1	0	0	0	1	0	1	1	1
48	1	4	3	0	0	1	0	1	1	0	0	1	0	1	48	2	1	0	0	1	1
75	1	6	4	0	0	0	1	1	1	0	0	0	1	1	75	2	1	0	0	1	1
43	0	3	2	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
35	0	2	2	0	1	0	0	1	1	0	0	1	0	1	35	2	0	1	0	1	0
83	0	6	4	0	0	0	1	1	1	0	0	1	1	1	83	2	1	0	0	1	0
28	0	2	2	0	1	0	0	1	1	0	0	0	0	1	28	2	0	1	0	1	0
70	0	6	4	0	0	0	1	1	1	0	0	0	1	1	70	2	1	0	0	1	0
25	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
74	0	6	4	0	0	0	1	1	1	0	0	1	1	1	74	2	1	0	0	1	0
58	0	5	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0
69	0	6	4	0	0	0	1	-1	0	0	1	1	1	0	0	0	1	0	0	0	0
22	1	1	1	1	0	0	0	1	1	0	0	0	0	0	22	2	1	1	1	1	1
59	1	5	3	0	0	1	0	1	1	0	0	0	0	1	59	2	1	0	0	1	1
53	1	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
80	1	6	4	0	0	0	1	1	1	0	0	0	1	1	80	2	1	0	0	1	1
25	0	1	1	1	0	0	0	1	1	0	0	1	0	1	25	2	0	1	0	1	0
64	0	5	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0
78	0	6	4	0	0	0	1	1	1	0	0	1	1	1	78	2	1	0	0	1	0
46	0	4	3	0	0	1	0	1	1	0	0	0	0	1	46	2	0	0	0	1	0
35	1	2	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
28	1	2	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
39	0	3	2	0	1	0	0	1	1	0	0	0	0	1	39	2	0	1	0	1	0
73	0	6	4	0	0	0	1	1	1	0	0	1	1	1	73	2	1	0	0	1	0
25	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
72	0	6	4	0	0	0	1	1	1	0	0	1	1	1	72	2	1	0	0	1	0
48	0	4	3	0	0	1	0	1	1	0	0	1	0	1	48	2	0	0	0	1	0
32	0	2	2	0	1	0	0	1	1	0	0	0	0	1	32	2	0	1	0	1	0
31	0	2	2	0	1	0	0	-1	0	0	1	1	0	0	0	0	0	1	0	0	0
22	1	1	1	1	0	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
52	1	4	3	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1
84	0	6	4	0	0	0	1	-1	0	0	1	0	1	0	0	0	1	0	0	0	0
58	0	5	3	0	0	1	0	1	1	0	0	0	0	1	58	2	0	0	0	1	0
43	1	3	2	0	1	0	0	1	1	0	0	0	0	1	43	2	1	1	1	1	1
26	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
67	1	6	4	0	0	0	1	1	1	0	0	0	1	1	67	2	1	0	0	1	1
61	1	5	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
65	0	5	3	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1
31	1	2	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
65	1	5	3	0	0	1	0	1	1	0	0	0	1	1	65	2	1	0	0	1	1
49	1	4	3	0	0	1	0	1	1	0	0	0	0	1	49	2	1	0	0	1	1
23	1	1	1	1	0	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
48	0	4	3	0	0	1	0	1	1	0	0	1	0	1	48	2	0	0	0	1	0
62	1	5	3	0	0	1	0	1	1	0	0	0	0	1	62	2	1	0	0	1	1
80	1	6	4	0	0	0	1	-1	0	0	1	0	1	0	0	0	1	0	1	1	1
53	1	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
82	0	6	4	0	0	0	1	1	1	0	0	0	1	1	82	2	1	0	0	1	0
31	0	2	2	0	1	0	0	1	1	0	0	1	0	1	31	2	0	1	0	1	0
74	1	6	4	0	0	0	1	-1	0	0	1	1	1	0	0	0	1	0	1	1	1
41	1	3	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
49	1	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
25	0	1	1	1	0	0	0	1	1	0	0	0	0	1	25	2	0	1	0	1	0
23	0	1	1	1	0	0	0	-1	0	0	1	1	0	0	0	0	0	1	0	0	0
22	0	1	1	1	0	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	0	0
53	1	4	3	0	0	1	0	1	1	0	0	1	0	1	53	2	1	0	0	1	1
79	0	6	4	0	0	0	1	1	1	0	0	0	1	1	79	2	1	0	0	1	0
21	0	1	1	1	0	0	0	1	1	0	0	1	0	0	21	2	0	1	0	1	0
64	1	5	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
66	0	6	4	0	0	0	1	1	1	0	0	1	1	1	66	2	1	0	0	1	0
68	0	6	4	0	0	0	1	1	1	0	0	1	1	1	68	2	1	0	0	1	0
41	1	3	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
47	1	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
26	1	2	2	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
75	1	6	4	0	0	0	1	1	1	0	0	0	1	1	75	2	1	0	0	1	1
36	1	3	2	0	1	0	0	-1	0	0	1	1	0	0	0	0	1	1	1	1	1
78	1	6	4	0	0	0	1	1	1	0	0	0	1	1	78	2	1	0	0	1	1
49	0	4	3	0	0	1	0	1	1	0	0	0	0	1	49	2	0	0	0	1	0
45	0	3	2	0	1	0	0	1	1	0	0	1	0	1	45	2	0	0	0	1	0
48	1	4	3	0	0	1	0	1	1	0	0	1	0	1	48	2	1	0	0	1	1
29	0	2	2	0	1	0	0	1	1	0	0	0	0	1	29	2	0	1	0	1	0
61	0	5	3	0	0	1	0	1	1	0	0	0	0	1	61	2	0	0	0	1	0
77	1	6	4	0	0	0	1	1	1	0	0	1	1	1	77	2	1	0	0	1	1
77	0	6	4	0	0	0	1	-1	0	0	1	1	1	0	0	0	1	0	0	0	0
65	0	5	3	0	0	1	0	-1	0	0	1	1	1	0	0	0	1	0	0	0	0
63	1	5	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
54	0	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0
71	1	6	4	0	0	0	1	-1	0	0	1	0	1	0	0	0	1	0	1	1	1
46	1	4	3	0	0	1	0	-1	0	0	1	1	0	0	0	0	1	0	1	1	1
31	1	2	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
70	0	6	4	0	0	0	1	1	1	0	0	0	1	1	70	2	1	0	0	1	0
50	1	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
68	1	6	4	0	0	0	1	1	1	0	0	0	1	1	68	2	1	0	0	1	1
27	1	2	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
23	0	1	1	1	0	0	0	1	1	0	0	1	0	0	23	2	0	1	0	1	0
52	0	4	3	0	0	1	0	1	1	0	0	0	0	1	52	2	0	0	0	1	0
46	1	4	3	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1
20	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
35	1	2	2	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
74	1	6	4	0	0	0	1	-1	0	0	1	0	1	0	0	0	1	0	1	1	1
27	1	2	2	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
63	1	5	3	0	0	1	0	1	1	0	0	0	0	1	63	2	1	0	0	1	1
47	0	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0
63	1	5	3	0	0	1	0	1	1	0	0	0	0	1	63	2	1	0	0	1	1
69	0	6	4	0	0	0	1	1	1	0	0	1	1	1	69	2	1	0	0	1	0
60	1	5	3	0	0	1	0	1	1	0	0	1	0	1	60	2	1	0	0	1	1
31	0	2	2	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
46	1	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
20	1	1	1	1	0	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
79	0	6	4	0	0	0	1	1	1	0	0	1	1	1	79	2	1	0	0	1	0
31	0	2	2	0	1	0	0	1	1	0	0	0	0	1	31	2	0	1	0	1	0
37	1	3	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
60	0	5	3	0	0	1	0	1	1	0	0	1	0	1	60	2	0	0	0	1	0
35	1	2	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
45	1	3	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
31	1	2	2	0	1	0	0	1	1	0	0	0	0	1	31	2	1	1	1	1	1
56	0	5	3	0	0	1	0	1	1	0	0	0	0	1	56	2	0	0	0	1	0
35	1	2	2	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1
56	1	5	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
72	0	6	4	0	0	0	1	1	1	0	0	0	1	1	72	2	1	0	0	1	0
53	1	4	3	0	0	1	0	1	1	0	0	0	0	1	53	2	1	0	0	1	1
75	0	6	4	0	0	0	1	1	1	0	0	1	1	1	75	2	1	0	0	1	0
65	0	5	3	0	0	1	0	-1	0	0	1	0	1	0	0	0	1	0	0	0	0
47	0	4	3	0	0	1	0	1	1	0	0	0	0	1	47	2	0	0	0	1	0
29	0	2	2	0	1	0	0	-1	0	0	1	1	0	0	0	0	0	1	0	0	0
64	0	5	3	0	0	1	0	1	1	0	0	1	0	1	64	2	0	0	0	1	0
64	1	5	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
88	0	6	4	0	0	0	1	1	1	0	0	1	1	1	88	2	1	0	0	1	0
43	0	3	2	0	1	0	0	1	1	0	0	0	0	1	43	2	0	1	0	1	0
61	1	5	3	0	0	1	0	-1	0	0	1	1	0	0	0	0	1	0	1	1	1
21	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
65	1	5	3	0	0	1	0	-1	0	0	1	0	1	0	0	0	1	0	1	1	1
32	1	2	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	1	1	1	1
55	1	4	3	0	0	1	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
66	0	6	4	0	0	0	1	-1	0	0	1	1	1	0	0	0	1	0	0	0	0
78	0	6	4	0	0	0	1	1	1	0	0	1	1	1	78	2	1	0	0	1	0
45	1	3	2	0	1	0	0	-1	0	0	1	0	0	0	0	0	1	0	1	1	1
68	1	6	4	0	0	0	1	-1	0	0	1	0	1	0	0	0	1	0	1	1	1
51	0	4	3	0	0	1	0	1	1	0	0	1	0	1	51	2	0	0	0	1	0
53	1	4	3	0	0	1	0	-1	0	0	1	1	0	0	0	0	1	0	1	1	1
50	0	4	3	0	0	1	0	-1	0	0	1	1	0	0	0	0	0	0	0	0	0
23	1	1	1	1	0	0	0	-1	0	0	1	1	0	0	0	0	1	1	1	1	1
73	1	6	4	0	0	0	1	1	1	0	0	0	1	1	73	2	1	0	0	1	1
36	0	3	2	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
44	1	3	2	0	1	0	0	1	1	0	0	0	0	1	44	2	1	1	1	1	1
83	1	6	4	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1
64	1	5	3	0	0	1	0	1	1	0	0	0	0	1	64	2	1	0	0	1	1
45	0	3	2	0	1	0	0	1	1	0	0	0	0	1	45	2	0	0	0	1	0
30	1	2	2	0	1	0	0	1	1	0	0	0	0	1	30	2	1	1	1	1	1
75	0	6	4	0	0	0	1	1	1	0	0	1	1	1	75	2	1	0	0	1	0
65	1	5	3	0	0	1	0	1	1	0	0	0	1	1	65	2	1	0	0	1	1
25	1	1	1	1	0	0	0	1	1	0	0	0	0	1	25	2	1	1	1	1	1
45	1	3	2	0	1	0	0	1	1	0	0	0	0	1	45	2	1	0	0	1	1
50	0	4	3	0	0	1	0	1	1	0	0	1	0	1	50	2	0	0	0	1	0
55	1	4	3	0	0	1	0	1	1	0	0	0	0	1	55	2	1	0	0	1	1
77	0	6	4	0	0	0	1	1	1	0	0	1	1	1	77	2	1	0	0	1	0
71	0	6	4	0	0	0	1	1	1	0	0	1	1	1	71	2	1	0	0	1	0
72	0	6	4	0	0	0	1	1	1	0	0	0	1	1	72	2	1	0	0	1	0
62	0	5	3	0	0	1	0	1	1	0	0	0	0	1	62	2	0	0	0	1	0
26	1	2	2	0	1	0	0	1	1	0	0	0	0	1	26	2	1	1	1	1	1
86	1	6	4	0	0	0	1	1	1	0	0	0	1	1	86	2	1	0	0	1	1
63	0	5	3	0	0	1	0	1	1	0	0	1	0	1	63	2	0	0	0	1	0
46	0	4	3	0	0	1	0	1	1	0	0	0	0	1	46	2	0	0	0	1	0
50	0	4	3	0	0	1	0	1	1	0	0	0	0	1	50	2	0	0	0	1	0
64	0	5	3	0	0	1	0	1	1	0	0	0	0	1	64	2	0	0	0	1	0
57	0	5	3	0	0	1	0	1	1	0	0	1	0	1	57	2	0	0	0	1	0
83	0	6	4	0	0	0	1	1	1	0	0	0	1	1	83	2	1	0	0	1	0
68	0	6	4	0	0	0	1	1	1	0	0	1	1	1	68	2	1	0	0	1	0
64	1	5	3	0	0	1	0	1	1	0	0	0	0	1	64	2	1	0	0	1	1
84	0	6	4	0	0	0	1	1	1	0	0	0	1	1	84	2	1	0	0	1	0
48	1	4	3	0	0	1	0	1	1	0	0	0	0	1	48	2	1	0	0	1	1
29	1	2	2	0	1	0	0	1	1	0	0	0	0	1	29	2	1	1	1	1	1
48	1	4	3	0	0	1	0	1	1	0	0	0	0	1	48	2	1	0	0	1	1
86	1	6	4	0	0	0	1	1	1	0	0	0	1	1	86	2	1	0	0	1	1
79	0	6	4	0	0	0	1	1	1	0	0	0	1	1	79	2	1	0	0	1	0
50	1	4	3	0	0	1	0	1	1	0	0	0	0	1	50	2	1	0	0	1	1
71	0	6	4	0	0	0	1	1	1	0	0	1	1	1	71	2	1	0	0	1	0
36	0	3	2	0	1	0	0	1	1	0	0	1	0	1	36	2	0	1	0	1	0
63	0	5	3	0	0	1	0	1	1	0	0	0	0	1	63	2	0	0	0	1	0
26	0	2	2	0	1	0	0	1	1	0	0	1	0	1	26	2	0	1	0	1	0
